Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,ID
5.175,Low Fat,0.030527166,Health and Hygiene,33.5874,2007,,Tier 2,Supermarket Type1,635.1732,NCN53OUT017
16,Low Fat,0.099053537,Household,212.6902,1987,High,Tier 3,Supermarket Type1,637.1706,NCE30OUT013
,Low Fat,0.134564284,Snack Foods,159.8236,1985,Small,Tier 1,Grocery Store,322.2472,FDN21OUT019
,Low Fat,0.030288215,Dairy,256.7672,1985,Medium,Tier 3,Supermarket Type3,4346.3424,FDB52OUT027
,Regular,0.073562475,Dairy,217.6482,1985,Medium,Tier 3,Supermarket Type3,3285.723,FDA26OUT027
9.5,Regular,0.048883854,Starchy Foods,185.7898,2009,Medium,Tier 3,Supermarket Type2,2619.2572,FDD23OUT018
10.895,Low Fat,0.035893143,Fruits and Vegetables,131.3284,2009,Medium,Tier 3,Supermarket Type2,1318.284,FDH57OUT018
,Regular,0.014998914,Meat,72.4038,1985,Small,Tier 1,Grocery Store,221.7114,FDO15OUT019
17.2,Regular,0.012012071,Canned,163.1184,1997,Small,Tier 1,Supermarket Type1,4623.3152,FDY49OUT046
19.85,Low Fat,0.045855273,Fruits and Vegetables,127.102,2009,Medium,Tier 3,Supermarket Type2,1771.028,FDP20OUT018
6.385,Low Fat,0.14032811,Hard Drinks,109.1596,1998,,Tier 3,Grocery Store,107.8596,DRG11OUT010
11.65,Low Fat,0.019402371,Hard Drinks,38.7164,1999,Medium,Tier 1,Supermarket Type1,579.246,DRJ59OUT049
12.85,Low Fat,0,Snack Foods,155.463,2004,Small,Tier 2,Supermarket Type1,4068.038,FDP34OUT035
17.7,Regular,0.042716709,Frozen Foods,163.221,2007,,Tier 2,Supermarket Type1,1794.331,FDY04OUT017
9.1,Regular,0.081794766,Breads,173.6054,1999,Medium,Tier 1,Supermarket Type1,700.4216,FDV11OUT049
15.5,Regular,0.125942816,Fruits and Vegetables,176.0028,2002,,Tier 2,Supermarket Type1,1239.7196,FDG20OUT045
16.35,Low Fat,0,Household,127.902,2007,,Tier 2,Supermarket Type1,2150.534,NCH55OUT017
10.695,Regular,0.011472001,Snack Foods,75.2038,2009,Medium,Tier 3,Supermarket Type2,517.3266,FDV34OUT018
16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,1999,Medium,Tier 1,Supermarket Type1,2239.0854,FDT44OUT049
,Regular,0.012327847,Starchy Foods,173.8738,1985,Small,Tier 1,Grocery Store,347.5476,FDG35OUT019
13.15,Regular,0.166032929,Fruits and Vegetables,170.8764,2009,Medium,Tier 3,Supermarket Type2,2233.0932,FDG08OUT018
11.5,Regular,0.04224015,Frozen Foods,194.982,2007,,Tier 2,Supermarket Type1,3089.312,FDX52OUT017
,Low Fat,0.072317217,Household,160.792,1985,Medium,Tier 3,Supermarket Type3,3675.216,NCH54OUT027
,Regular,0.139484292,Baking Goods,94.312,1985,Medium,Tier 3,Supermarket Type3,2516.724,FDU24OUT027
5.63,Regular,0.024536636,Meat,106.1306,2004,Small,Tier 2,Supermarket Type1,2090.612,FDW03OUT035
19.2,Regular,0.085296625,Canned,153.4314,2009,Medium,Tier 3,Supermarket Type2,1861.5768,FDV01OUT018
,Low Fat,0.080649685,Meat,189.9846,1985,Medium,Tier 3,Supermarket Type3,6114.7072,FDQ39OUT027
6.695,Low Fat,0,Frozen Foods,219.4456,1997,Small,Tier 1,Supermarket Type1,3094.6384,FDA16OUT046
15.75,Low Fat,0.054930533,Baking Goods,194.4452,1997,Small,Tier 1,Supermarket Type1,5089.3752,FDO12OUT046
12.5,Low Fat,0.031097948,Fruits and Vegetables,103.899,1999,Medium,Tier 1,Supermarket Type1,1960.781,FDM44OUT049
21.25,Low Fat,0.016735879,Meat,185.2608,1998,,Tier 3,Grocery Store,183.7608,FDT03OUT010
,Low Fat,0.134418705,Household,99.67,1985,Medium,Tier 3,Supermarket Type3,2596.62,NCQ18OUT027
18.85,Low Fat,0.168266556,Household,195.5136,2009,Medium,Tier 3,Supermarket Type2,1749.7224,NCL18OUT018
20.1,Low Fat,0.034646067,Household,120.6782,2004,Small,Tier 2,Supermarket Type1,1310.9602,NCJ06OUT035
11.395,Low Fat,0.021639678,Health and Hygiene,150.1708,1999,Medium,Tier 1,Supermarket Type1,2708.4744,NCQ05OUT049
9.3,Low Fat,0.11144608,Breads,64.6826,2002,,Tier 2,Supermarket Type1,1097.9042,FDS35OUT045
,Low Fat,0.013956116,Household,222.3746,1985,Medium,Tier 3,Supermarket Type3,5609.365,NCI18OUT027
12.8,Low Fat,0.152377658,Others,108.1938,1998,,Tier 3,Grocery Store,428.7752,NCO55OUT010
6.8,Low Fat,0.037465846,Baking Goods,47.5034,1987,High,Tier 3,Supermarket Type1,534.6374,FDW24OUT013
,low fat,0.020876485,Health and Hygiene,133.7942,1985,Medium,Tier 3,Supermarket Type3,1722.4246,NCS05OUT027
15,Regular,0.0268952,Baking Goods,220.3456,2002,,Tier 2,Supermarket Type1,1989.4104,FDO48OUT045
19.85,Regular,0.081916124,Breads,167.6816,2007,,Tier 2,Supermarket Type1,1845.5976,FDT35OUT017
7.85,Low Fat,0.163233667,Hard Drinks,144.6444,1999,Medium,Tier 1,Supermarket Type1,2467.4548,DRN11OUT049
20.2,Regular,0.121748174,Snack Foods,96.9752,2009,Medium,Tier 3,Supermarket Type2,1725.7536,FDY57OUT018
11.85,Low Fat,0.132939639,Dairy,98.0726,2002,,Tier 2,Supermarket Type1,1761.7068,DRE27OUT045
6.135,Regular,0.079327367,Baking Goods,152.8366,1997,Small,Tier 1,Supermarket Type1,2871.5954,FDM24OUT046
9,LF,0.065194971,Snack Foods,177.737,1987,High,Tier 3,Supermarket Type1,2117.244,FDX09OUT013
17.5,Low Fat,0.026248606,Snack Foods,255.1356,2009,Medium,Tier 3,Supermarket Type2,3815.034,FDY45OUT018
12.15,Low Fat,0.131921819,Frozen Foods,246.346,2007,,Tier 2,Supermarket Type1,739.038,FDF41OUT017
11,Regular,0,Frozen Foods,155.263,1999,Medium,Tier 1,Supermarket Type1,625.852,FDG05OUT049
17.5,Low Fat,0.026865809,Frozen Foods,261.691,2004,Small,Tier 2,Supermarket Type1,4207.856,FDF05OUT035
,Regular,0.046544984,Fruits and Vegetables,172.0422,1985,Medium,Tier 3,Supermarket Type3,4828.3816,FDU19OUT027
,Low Fat,0.092241348,Dairy,75.867,1985,Medium,Tier 3,Supermarket Type3,2450.144,DRH39OUT027
17.5,Low Fat,0.052740763,Snack Foods,103.799,2007,,Tier 2,Supermarket Type1,1135.189,FDP57OUT017
,Low Fat,0,Snack Foods,119.8124,1985,Medium,Tier 3,Supermarket Type3,1659.1736,FDE58OUT027
10.6,Low Fat,0.056748659,Dairy,233.6642,1987,High,Tier 3,Supermarket Type1,3950.1914,DRD15OUT013
7.145,Low Fat,0.017822936,Frozen Foods,161.3578,2002,,Tier 2,Supermarket Type1,1123.2046,FDJ52OUT045
,Low Fat,0.017659068,Canned,175.9686,1985,Medium,Tier 3,Supermarket Type3,5866.3638,FDS01OUT027
20.7,Regular,0.07929647,Baking Goods,97.2042,1997,Small,Tier 1,Supermarket Type1,1686.4714,FDZ47OUT046
,reg,0.007006883,Starchy Foods,173.5738,1985,Medium,Tier 3,Supermarket Type3,1216.4166,FDG35OUT027
17.5,Low Fat,0.026195131,Snack Foods,252.6356,2002,,Tier 2,Supermarket Type1,2543.356,FDY45OUT045
17.7,Regular,0.042542484,Frozen Foods,161.921,1999,Medium,Tier 1,Supermarket Type1,2120.573,FDY04OUT049
8.6,Regular,0.054474158,Breads,131.031,2004,Small,Tier 2,Supermarket Type1,1038.648,FDY47OUT035
9.5,Regular,0,Frozen Foods,228.4668,1999,Medium,Tier 1,Supermarket Type1,3916.2356,FDE28OUT049
17.7,Regular,0.122372504,Meat,101.5674,2009,Medium,Tier 3,Supermarket Type2,1629.8784,FDJ27OUT018
12.3,low fat,0.037148619,Snack Foods,116.8834,2007,,Tier 2,Supermarket Type1,2649.2182,FDH58OUT017
6.26,Low Fat,0.052593952,Household,111.0228,1998,,Tier 3,Grocery Store,221.0456,NCV42OUT010
17.7,Low Fat,0.012593467,Household,167.6474,2009,Medium,Tier 3,Supermarket Type2,3874.2902,NCQ54OUT018
18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,2009,Medium,Tier 3,Supermarket Type2,647.1576,FDL44OUT018
5.8,LF,0.131489269,Dairy,89.7172,2009,Medium,Tier 3,Supermarket Type2,1605.9096,FDY50OUT018
14.5,Regular,0.064224789,Breads,262.7594,2007,,Tier 2,Supermarket Type1,7064.8038,FDR59OUT017
18.25,Low Fat,0.060589424,Starchy Foods,162.5526,2007,,Tier 2,Supermarket Type1,986.7156,FDH35OUT017
12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,2002,,Tier 2,Supermarket Type1,1263.0226,FDX08OUT045
17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,2004,Small,Tier 2,Supermarket Type1,1445.4518,FDL20OUT035
7.575,Low Fat,0.055476238,Dairy,196.8768,1999,Medium,Tier 1,Supermarket Type1,1182.4608,FDB27OUT049
9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,1987,High,Tier 3,Supermarket Type1,2071.3038,FDA56OUT013
11.3,Low Fat,0.007273831,Meat,196.6426,1987,High,Tier 3,Supermarket Type1,5141.3076,FDV39OUT013
,LF,0.144534212,Dairy,190.6504,1985,Small,Tier 1,Grocery Store,575.2512,FDU38OUT019
13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,2002,,Tier 2,Supermarket Type1,1104.5622,FDT55OUT045
20.85,Regular,0.062477955,Baking Goods,87.2514,2009,Medium,Tier 3,Supermarket Type2,1505.3738,FDS24OUT018
9.195,Regular,0.078060601,Meat,106.3596,1997,Small,Tier 1,Supermarket Type1,2912.2092,FDS15OUT046
,Low Fat,0.026740767,Frozen Foods,261.291,1985,Medium,Tier 3,Supermarket Type3,5522.811,FDF05OUT027
15.75,Low Fat,0.140821917,Hard Drinks,252.9382,1999,Medium,Tier 1,Supermarket Type1,2775.7202,DRP47OUT049
16.5,Regular,0.068403271,Canned,101.999,2009,Medium,Tier 3,Supermarket Type2,619.194,FDA25OUT018
,Low Fat,0,Fruits and Vegetables,126.6994,1985,Small,Tier 1,Grocery Store,256.9988,FDA19OUT019
20.5,LF,0.02312394,Others,154.634,1987,High,Tier 3,Supermarket Type1,2297.01,NCM26OUT013
17.6,Regular,0.047449835,Snack Foods,118.1782,2009,Medium,Tier 3,Supermarket Type2,2621.9204,FDS46OUT018
8.775,Low Fat,0.110359004,Dairy,42.7428,2009,Medium,Tier 3,Supermarket Type2,790.9704,DRH15OUT018
10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,2004,Small,Tier 2,Supermarket Type1,2976.126,NCR05OUT035
18.2,Low Fat,0,Health and Hygiene,44.1086,2002,,Tier 2,Supermarket Type1,1115.215,NCY17OUT045
8.975,Regular,0.009051307,Canned,103.099,1987,High,Tier 3,Supermarket Type1,309.597,FDZ01OUT013
,Regular,0.160722863,Fruits and Vegetables,65.7168,1985,Medium,Tier 3,Supermarket Type3,2237.088,FDP31OUT027
9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,1987,High,Tier 3,Supermarket Type1,2694.4926,FDE57OUT013
8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,1998,,Tier 3,Grocery Store,234.3616,FDZ44OUT010
14.75,Low Fat,0.033024328,Health and Hygiene,236.6906,2009,Medium,Tier 3,Supermarket Type2,3089.9778,NCP53OUT018
20.5,Low Fat,0.143574191,Household,37.219,2002,,Tier 2,Supermarket Type1,476.047,NCA06OUT045
14.65,Regular,0.099333217,Snack Foods,51.3666,2002,,Tier 2,Supermarket Type1,1076.5986,FDP22OUT045
19.2,Low Fat,0.12475207,Canned,90.9488,2007,,Tier 2,Supermarket Type1,633.8416,FDW37OUT017
5.945,Low Fat,0.093170838,Household,127.3652,1999,Medium,Tier 1,Supermarket Type1,1549.9824,NCS30OUT049
17.5,Regular,0.007538459,Dairy,144.2102,2004,Small,Tier 2,Supermarket Type1,4082.6856,FDB40OUT035
10.895,Regular,0.009676286,Dairy,122.873,2007,,Tier 2,Supermarket Type1,3448.844,FDC51OUT017
20.5,LF,0.141792841,Starchy Foods,89.7172,1997,Small,Tier 1,Supermarket Type1,1159.8236,FDC11OUT046
,Regular,0.05436436,Starchy Foods,63.8168,1985,Medium,Tier 3,Supermarket Type3,958.752,FDC59OUT027
13.65,Regular,0.031573246,Canned,99.47,2009,Medium,Tier 3,Supermarket Type2,299.61,FDE14OUT018
15.7,LF,0.055943697,Health and Hygiene,150.6024,1987,High,Tier 3,Supermarket Type1,2428.8384,NCT41OUT013
18.7,Regular,0,Frozen Foods,229.201,2004,Small,Tier 2,Supermarket Type1,3215.814,FDP52OUT035
19.35,Regular,0.066831682,Soft Drinks,163.8868,1998,,Tier 3,Grocery Store,327.5736,DRA24OUT010
16,Regular,0.065165046,Dairy,79.3986,1999,Medium,Tier 1,Supermarket Type1,856.8846,FDC40OUT049
6.965,Low Fat,0,Household,159.4604,1987,High,Tier 3,Supermarket Type1,3169.208,NCA42OUT013
11.395,Regular,0.069728296,Meat,233.9616,2002,,Tier 2,Supermarket Type1,1406.1696,FDT27OUT045
7.5,Low Fat,0.09660879,Household,56.9588,2002,,Tier 2,Supermarket Type1,744.3644,NCW54OUT045
6.115,Regular,0.007038478,Soft Drinks,189.253,1987,High,Tier 3,Supermarket Type1,3605.307,DRB13OUT013
,Regular,0.153456703,Dairy,264.091,1985,Small,Tier 1,Grocery Store,262.991,FDY02OUT019
14.8,Regular,0.043982464,Breads,110.657,2002,,Tier 2,Supermarket Type1,2966.139,FDS59OUT045
8.71,Low Fat,0.139202085,Canned,46.1376,2004,Small,Tier 2,Supermarket Type1,383.5008,FDR49OUT035
15.5,Regular,0.086184647,Frozen Foods,50.9692,2009,Medium,Tier 3,Supermarket Type2,394.1536,FDY40OUT018
19.35,Regular,0.082250863,Baking Goods,48.7034,2004,Small,Tier 2,Supermarket Type1,534.6374,FDL48OUT035
,Low Fat,0.034286109,Soft Drinks,173.1422,1985,Medium,Tier 3,Supermarket Type3,5000.8238,DRI01OUT027
19.2,Low Fat,0.100482186,Frozen Foods,111.8886,2009,Medium,Tier 3,Supermarket Type2,1667.829,FDZ52OUT018
16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,1999,Medium,Tier 1,Supermarket Type1,2439.4912,FDK32OUT049
19.85,Low Fat,0.005230786,Dairy,265.1884,1987,High,Tier 3,Supermarket Type1,5034.7796,FDK51OUT013
13.65,Regular,0.08062523,Frozen Foods,259.6936,2004,Small,Tier 2,Supermarket Type1,2087.9488,FDP28OUT035
7.535,Low Fat,0.081787519,Soft Drinks,120.844,1997,Small,Tier 1,Supermarket Type1,2157.192,DRZ24OUT046
,Low Fat,0.010615026,Frozen Foods,185.1898,1985,Small,Tier 1,Grocery Store,374.1796,FDG04OUT019
,Low Fat,0.009534758,Snack Foods,64.551,1985,Medium,Tier 3,Supermarket Type3,1201.769,FDF58OUT027
5.59,Regular,0.056602818,Snack Foods,63.2168,1997,Small,Tier 1,Supermarket Type1,1725.7536,FDI21OUT046
11,Regular,0.057047756,Fruits and Vegetables,240.4512,2004,Small,Tier 2,Supermarket Type1,7028.1848,FDZ43OUT035
19.85,Low Fat,0.05410964,Seafood,195.0768,1999,Medium,Tier 1,Supermarket Type1,1970.768,FDI57OUT049
17.6,Low Fat,0.058209079,Meat,153.6314,2002,,Tier 2,Supermarket Type1,5274.4676,FDV03OUT045
6.215,Regular,0.083056555,Baking Goods,224.4062,1998,,Tier 3,Grocery Store,225.7062,FDT12OUT010
15.1,Regular,0.020015391,Frozen Foods,128.831,2009,Medium,Tier 3,Supermarket Type2,1817.634,FDF29OUT018
13.35,low fat,0.102426197,Dairy,230.6352,1987,High,Tier 3,Supermarket Type1,5725.88,FDU02OUT013
9.5,Regular,0.048761223,Starchy Foods,186.5898,1999,Medium,Tier 1,Supermarket Type1,5238.5144,FDD23OUT049
11.8,Regular,0,Frozen Foods,179.2344,2004,Small,Tier 2,Supermarket Type1,2141.2128,FDN04OUT035
17.6,Low Fat,0.056281276,Frozen Foods,40.3454,2004,Small,Tier 2,Supermarket Type1,796.9626,FDG29OUT035
19.85,Low Fat,0.008762556,Dairy,266.6884,1998,,Tier 3,Grocery Store,264.9884,FDK51OUT010
13.35,Low Fat,0.139669224,Frozen Foods,147.6392,1999,Medium,Tier 1,Supermarket Type1,1938.8096,FDB53OUT049
18.85,Low Fat,0.137972993,Hard Drinks,158.4578,2007,,Tier 2,Supermarket Type1,1444.1202,DRI23OUT017
17.5,Low Fat,0,Snack Foods,102.999,1997,Small,Tier 1,Supermarket Type1,2992.771,FDP57OUT046
20.2,reg,0.121940099,Snack Foods,95.3752,2007,,Tier 2,Supermarket Type1,1150.5024,FDY57OUT017
5.88,Low Fat,0.024926013,Household,149.9392,1999,Medium,Tier 1,Supermarket Type1,1491.392,NCT42OUT049
,Regular,0.039031927,Snack Foods,95.641,1985,Medium,Tier 3,Supermarket Type3,1737.738,FDZ21OUT027
15.85,Low Fat,0.13727,Canned,94.4094,2007,,Tier 2,Supermarket Type1,1904.188,FDC50OUT017
5.985,Low Fat,0.095989602,Frozen Foods,127.3678,2002,,Tier 2,Supermarket Type1,508.6712,FDT40OUT045
18.85,Low Fat,0.142443405,Canned,170.4132,2007,,Tier 2,Supermarket Type1,4396.9432,FDD50OUT017
18.85,Low Fat,0.137410256,Hard Drinks,161.7578,1999,Medium,Tier 1,Supermarket Type1,1604.578,DRI23OUT049
7.51,Low Fat,0.104400238,Snack Foods,113.5544,2007,,Tier 2,Supermarket Type1,894.8352,FDQ46OUT017
16.2,Low Fat,0,Household,190.8162,2004,Small,Tier 2,Supermarket Type1,3271.0754,NCW06OUT035
17.6,Low Fat,0.015750947,Household,182.5976,2009,Medium,Tier 3,Supermarket Type2,1629.8784,NCX06OUT018
8.97,Low Fat,0.092937216,Household,54.6956,1987,High,Tier 3,Supermarket Type1,764.3384,NCE19OUT013
7.22,Regular,0.03828933,Baking Goods,64.751,1987,High,Tier 3,Supermarket Type1,126.502,FDI60OUT013
,Low Fat,0.208162156,Snack Foods,228.1694,1985,Small,Tier 1,Grocery Store,228.3694,FDC47OUT019
8.71,Low Fat,0.121936216,Canned,94.4778,2007,,Tier 2,Supermarket Type1,2628.5784,FDE02OUT017
17.7,Regular,0.135646297,Starchy Foods,186.0924,2009,Medium,Tier 3,Supermarket Type2,3516.7556,FDE11OUT018
15.85,Low Fat,0.069240685,Breads,217.5166,2002,,Tier 2,Supermarket Type1,653.1498,FDP11OUT045
6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,2007,,Tier 2,Supermarket Type1,2406.867,FDB08OUT017
,Regular,0.08186804,Baking Goods,46.8034,1985,Medium,Tier 3,Supermarket Type3,1069.2748,FDL48OUT027
19.25,Regular,0.034753686,Canned,141.5496,1999,Medium,Tier 1,Supermarket Type1,1976.0944,FDH26OUT049
16.5,Low Fat,0.028476451,Snack Foods,91.0146,2002,,Tier 2,Supermarket Type1,1368.219,FDI33OUT045
13.5,Regular,0.067872402,Dairy,57.8562,1997,Small,Tier 1,Supermarket Type1,355.5372,FDQ26OUT046
,Regular,0.026420581,Meat,250.9408,1985,Small,Tier 1,Grocery Store,1001.3632,FDN03OUT019
7.865,Low Fat,0.061183503,Breakfast,164.5526,2002,,Tier 2,Supermarket Type1,1644.526,FDO13OUT045
10.6,Low Fat,0.035247642,Health and Hygiene,84.7224,1999,Medium,Tier 1,Supermarket Type1,1619.2256,NCJ29OUT049
,Regular,0.02974207,Dairy,88.9514,1985,Medium,Tier 3,Supermarket Type3,3453.5046,FDE52OUT027
16.2,Regular,0.128397995,Frozen Foods,178.337,2004,Small,Tier 2,Supermarket Type1,1411.496,FDA52OUT035
14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,1999,Medium,Tier 1,Supermarket Type1,3238.4512,FDF57OUT049
7.235,Low Fat,0.076791671,Household,116.4492,1987,High,Tier 3,Supermarket Type1,2316.984,NCO26OUT013
16.75,Low Fat,0.021220113,Hard Drinks,55.1298,2004,Small,Tier 2,Supermarket Type1,1240.3854,DRL59OUT035
,Regular,0.2004264,Baking Goods,88.8514,1985,Small,Tier 1,Grocery Store,265.6542,FDC60OUT019
,Low Fat,0.078589629,Soft Drinks,113.286,1985,Medium,Tier 3,Supermarket Type3,2716.464,DRD25OUT027
14,Regular,0.031261583,Canned,52.564,2004,Small,Tier 2,Supermarket Type1,639.168,FDB26OUT035
19.85,Low Fat,0.005235143,Dairy,265.8884,1997,Small,Tier 1,Supermarket Type1,2649.884,FDK51OUT046
10.895,Low Fat,0.027032204,Frozen Foods,106.328,2007,,Tier 2,Supermarket Type1,852.224,FDE53OUT017
5.635,Low Fat,0.172856719,Baking Goods,148.205,1998,,Tier 3,Grocery Store,449.415,FDV24OUT010
10.65,Regular,0.085617517,Snack Foods,229.3668,2007,,Tier 2,Supermarket Type1,2303.668,FDI34OUT017
15.1,Low Fat,0.127334766,Baking Goods,88.283,1998,,Tier 3,Grocery Store,89.883,FDL36OUT010
16.5,Low Fat,0.036641597,Household,178.7318,1997,Small,Tier 1,Supermarket Type1,1263.0226,NCA54OUT046
13.35,Regular,0.014656564,Canned,208.5638,2002,,Tier 2,Supermarket Type1,2277.7018,FDI38OUT045
12.15,Low Fat,0.037864854,Meat,63.0826,1987,High,Tier 3,Supermarket Type1,322.913,FDG31OUT013
13.65,Low Fat,0.036016619,Snack Foods,186.3924,1999,Medium,Tier 1,Supermarket Type1,1295.6468,FDA21OUT049
20.75,Regular,0.12953868,Seafood,240.288,1999,Medium,Tier 1,Supermarket Type1,2396.88,FDI09OUT049
19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,1987,High,Tier 3,Supermarket Type1,5487.5236,FDI20OUT013
17.25,LF,0,Dairy,171.5764,2002,,Tier 2,Supermarket Type1,4637.9628,DRI51OUT045
,Regular,0.112119359,Soft Drinks,123.0388,1985,Medium,Tier 3,Supermarket Type3,1981.4208,DRZ11OUT027
,Low Fat,0,Fruits and Vegetables,45.9402,1985,Medium,Tier 3,Supermarket Type3,872.8638,FDY07OUT027
10.195,Low Fat,0.041907414,Snack Foods,43.8428,1987,High,Tier 3,Supermarket Type1,175.7712,FDC58OUT013
16.6,Low Fat,0.027556247,Household,176.6344,1987,High,Tier 3,Supermarket Type1,1962.7784,NCC30OUT013
17.6,Regular,0.076058484,Meat,111.8202,1987,High,Tier 3,Supermarket Type1,2025.3636,FDY03OUT013
8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,1997,Small,Tier 1,Supermarket Type1,1874.8928,FDZ44OUT046
13.65,Regular,0.080804019,Frozen Foods,261.1936,2002,,Tier 2,Supermarket Type1,2348.9424,FDP28OUT045
10.6,Low Fat,0.056884225,Dairy,231.9642,1999,Medium,Tier 1,Supermarket Type1,3020.7346,DRD15OUT049
10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,2007,,Tier 2,Supermarket Type1,4655.2736,FDL08OUT017
15.2,Low Fat,0.021207519,Canned,219.4824,1997,Small,Tier 1,Supermarket Type1,1747.0592,FDP25OUT046
8.895,Low Fat,0,Hard Drinks,232.9616,2002,,Tier 2,Supermarket Type1,2812.3392,DRK59OUT045
11.8,Low Fat,0.113307794,Soft Drinks,187.0924,2004,Small,Tier 2,Supermarket Type1,1850.924,DRJ24OUT035
7.63,Regular,0.225476528,Snack Foods,45.1402,1998,,Tier 3,Grocery Store,45.9402,FDU33OUT010
6.55,Regular,0.034800079,Breads,157.5288,2007,,Tier 2,Supermarket Type1,1571.288,FDX47OUT017
16.85,Low Fat,0.139301634,Snack Foods,144.976,1987,High,Tier 3,Supermarket Type1,2783.044,FDR46OUT013
,Low Fat,0.025612348,Fruits and Vegetables,168.2474,1985,Medium,Tier 3,Supermarket Type3,3200.5006,FDZ56OUT027
7.235,Low Fat,0.077290355,Household,116.9492,2007,,Tier 2,Supermarket Type1,2316.984,NCO26OUT017
19.25,Low Fat,0.1017546,Dairy,55.1956,2004,Small,Tier 2,Supermarket Type1,491.3604,FDV38OUT035
13.85,Regular,0.094265737,Breakfast,233.93,1998,,Tier 3,Grocery Store,233.03,FDL13OUT010
18.1,LF,0.022380952,Fruits and Vegetables,93.6094,1987,High,Tier 3,Supermarket Type1,476.047,FDD57OUT013
18.6,Low Fat,0.01575657,Snack Foods,153.1366,1987,High,Tier 3,Supermarket Type1,3173.8686,FDE46OUT013
6.615,Low Fat,0.156307983,Dairy,196.3426,1998,,Tier 3,Grocery Store,790.9704,FDB28OUT010
15.6,Low Fat,0.195688803,Frozen Foods,77.367,1998,,Tier 3,Grocery Store,153.134,FDC41OUT010
18.85,Low Fat,0.13747519,Hard Drinks,158.6578,2002,,Tier 2,Supermarket Type1,3369.6138,DRI23OUT045
7.235,Low Fat,0,Snack Foods,197.2452,2004,Small,Tier 2,Supermarket Type1,2348.9424,FDL33OUT035
7.825,Low Fat,0.07962861,Meat,63.4826,1997,Small,Tier 1,Supermarket Type1,2002.0606,FDS03OUT046
,Low Fat,0.03100078,Household,177.0054,1985,Medium,Tier 3,Supermarket Type3,2101.2648,NCY18OUT027
19.7,Regular,0.016202582,Canned,188.2556,2004,Small,Tier 2,Supermarket Type1,3379.6008,FDE50OUT035
12.6,Low Fat,0.024190156,Dairy,34.4874,2004,Small,Tier 2,Supermarket Type1,494.0236,FDT02OUT035
10.65,Regular,0.085308611,Snack Foods,230.2668,2002,,Tier 2,Supermarket Type1,5759.17,FDI34OUT045
16.75,Regular,0.008564925,Meat,73.2038,2004,Small,Tier 2,Supermarket Type1,1404.1722,FDO15OUT035
13.8,LF,0.097457483,Dairy,55.393,2009,Medium,Tier 3,Supermarket Type2,1018.674,DRI39OUT018
9.6,Low Fat,0.029619203,Household,43.6086,1987,High,Tier 3,Supermarket Type1,624.5204,NCO14OUT013
13.1,Low Fat,0,Others,189.253,1997,Small,Tier 1,Supermarket Type1,1518.024,NCN19OUT046
14.6,Low Fat,0.150872868,Soft Drinks,47.5692,2002,,Tier 2,Supermarket Type1,1379.5376,DRJ25OUT045
6.67,Regular,0.09031453,Snack Foods,130.5626,2009,Medium,Tier 3,Supermarket Type2,1180.4634,FDE10OUT018
15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,1997,Small,Tier 1,Supermarket Type1,857.5504,FDQ08OUT046
17.75,LF,0.111209003,Others,107.7912,1987,High,Tier 3,Supermarket Type1,982.7208,NCQ43OUT013
20.2,reg,0.121153331,Snack Foods,97.3752,1987,High,Tier 3,Supermarket Type1,958.752,FDY57OUT013
10.85,Low Fat,0.163160327,Snack Foods,107.4622,2007,,Tier 2,Supermarket Type1,1693.7952,FDQ34OUT017
20.25,Low Fat,0.148163564,Household,232.7616,1999,Medium,Tier 1,Supermarket Type1,1874.8928,NCG19OUT049
